do, do, do, do, la, mi, so, so, so
fa, so, re, ti, mi, la, la, fa, fa
fa, so, so, do, so, la, fa, do, do
fa, so, so, fa, la, la, la, mi, so
fa, so, so, la, do, la, fa, re, fa
fa, so, so, la, la, ti, la, so, fa
fa, so, so, la, ti, la, re, do, la
fa, so, so, la, ti, re, fa, la, ti
fa, so, so, mi, ti, fa, ti, do, re
fa, so, so, so, mi, do, mi, fa, mi
fa, so, so, so, ti, re, fa, re, fa
fa, so, ti, do, do, do, la, ti, la
fa, so, ti, do, ti, re, ti, ti, mi
fa, so, ti, fa, do, re, mi, ti, re
fa, so, ti, la, so, do, ti, la, fa
fa, so, ti, mi, fa, la, fa, so, ti
fa, so, ti, mi, mi, mi, mi, re, so
fa, so, ti, mi, mi, re, do, re, la
fa, so, ti, mi, ti, la, la, so, re
fa, so, ti, re, re, mi, mi, do, la
fa, so, ti, so, la, do, do, la, la
fa, so, ti, so, mi, do, la, do, fa
fa, so, ti, so, so, re, mi, re, la
fa, so, ti, so, ti, re, ti, fa, so
fa, so, ti, ti, do, fa, ti, re, so
fa, so, ti, ti, ti, re, so, re, fa
fa, ti, do, do, do, do, fa, so, la
fa, ti, do, do, do, do, re, la, do
fa, ti, do, la, so, la, ti, do, ti
fa, ti, do, la, so, mi, mi, fa, fa
fa, ti, do, re, do, mi, so, re, mi
fa, ti, do, so, do, so, ti, do, ti
fa, ti, do, so, la, fa, la, fa, mi
fa, ti, do, ti, la, fa, do, so, la
fa, ti, do, ti, re, fa, do, mi, la
fa, ti, fa, do, mi, ti, mi, re, re
fa, ti, fa, do, so, ti, do, do, re
fa, ti, fa, fa, mi, do, so, do, so
fa, ti, fa, la, re, mi, la, re, re
fa, ti, fa, la, re, so, fa, la, do
fa, ti, fa, re, la, fa, mi, mi, do
fa, ti, fa, re, mi, so, so, so, ti
fa, ti, fa, so, do, re, mi, la, re
fa, ti, fa, so, mi, do, so, fa, do
fa, ti, fa, ti, fa, ti, la, ti, la
fa, ti, fa, ti, la, so, ti, ti, so
fa, ti, la, do, mi, la, re, mi, re
fa, ti, la, do, re, fa, mi, fa, so
fa, ti, la, do, ti, la, ti, ti, so
fa, ti, la, fa, mi, fa, la, la, la
fa, ti, la, mi, do, mi, mi, re, fa
fa, ti, la, mi, fa, mi, fa, so, ti
fa, ti, la, re, mi, mi, mi, fa, do
fa, ti, la, so, so, do, ti, mi, fa
fa, ti, la, ti, ti, la, ti, mi, do
fa, ti, mi, do, do, mi, re, re, do
fa, ti, mi, do, fa, la, so, la, so
fa, ti, mi, do, fa, mi, so, re, do
fa, ti, mi, do, re, re, fa, so, la
fa, ti, mi, fa, re, so, re, do, fa
fa, ti, mi, re, re, so, ti, do, so
fa, ti, mi, re, so, ti, mi, so, so
fa, ti, mi, re, ti, ti, so, do, mi
fa, ti, mi, so, do, mi, ti, la, re
fa, ti, mi, so, mi, do, do, la, re
fa, ti, mi, so, mi, mi, re, la, mi
fa, ti, mi, ti, mi, la, re, la, la
fa, ti, mi, ti, so, la, fa, mi, do
fa, ti, re, do, fa, re, mi, mi, do
fa, ti, re, do, mi, mi, la, do, do
fa, ti, re, do, re, mi, mi, so, la
fa, ti, re, la, do, so, re, mi, do
fa, ti, re, mi, fa, do, do, ti, ti
fa, ti, re, mi, fa, re, do, so, do
fa, ti, re, re, so, so, re, ti, ti
fa, ti, re, re, ti, fa, la, do, ti
fa, ti, re, so, do, so, ti, ti, ti
fa, ti, re, so, fa, la, fa, mi, re
fa, ti, re, so, la, ti, re, la, fa
fa, ti, re, so, so, do, la, mi, fa
fa, ti, re, so, ti, fa, re, ti, do
fa, ti, re, so, ti, ti, do, la, ti
fa, ti, re, ti, re, re, la, ti, ti
fa, ti, re, ti, ti, fa, la, fa, la
fa, ti, so, do, mi, re, re, do, ti
fa, ti, so, do, so, ti, re, fa, do
fa, ti, so, do, so, ti, ti, re, so
fa, ti, so, la, do, ti, so, la, ti
fa, ti, so, la, so, la, ti, la, la
fa, ti, so, re, do, la, so, so, ti
fa, ti, so, re, la, so, re, so, la
fa, ti, so, so, re, re, fa, fa, re
fa, ti, so, ti, la, do, mi, mi, ti
fa, ti, so, ti, so, ti, mi, do, la
fa, ti, so, ti, so, ti, mi, fa, mi
fa, ti, so, ti, so, ti, so, fa, la
fa, ti, ti, do, fa, so, la, ti, ti
fa, ti, ti, fa, do, la, do, mi, fa
fa, ti, ti, fa, fa, so, mi, do, fa
fa, ti, ti, fa, mi, la, do, do, re
fa, ti, ti, la, la, la, re, la, fa
fa, ti, ti, la, mi, ti, la, re, ti
fa, ti, ti, mi, ti, mi, la, ti, la
fa, ti, ti, mi, ti, re, re, ti, mi
fa, ti, ti, re, do, do, do, re, fa
fa, ti, ti, re, fa, mi, la, la, la
fa, ti, ti, re, la, mi, do, re, mi
fa, ti, ti, re, so, ti, re, so, ti
fa, ti, ti, so, la, so, re, la, do
la, do, do, do, la, mi, la, fa, do
la, do, do, do, la, so, fa, mi, so
la, do, do, fa, do, la, so, ti, do
la, do, do, fa, fa, re, do, ti, fa
la, do, do, fa, la, fa, re, re, so
la, do, do, fa, la, la, so, re, so
la, do, do, la, do, re, mi, do, la
la, do, do, la, mi, re, ti, so, do
la, do, do, la, ti, ti, mi, fa, re
la, do, do, mi, re, re, re, re, re
la, do, do, mi, re, ti, ti, la, so
la, do, do, mi, so, do, ti, mi, do
la, do, do, mi, ti, fa, mi, ti, so
la, do, do, re, so, mi, la, ti, fa
la, do, do, re, ti, ti, fa, re, fa
la, do, do, so, la, re, la, so, do
la, do, do, so, ti, fa, so, ti, ti
la, do, do, ti, mi, so, fa, la, so
la, do, do, ti, re, ti, ti, re, do
la, do, fa, do, la, re, mi, re, ti
la, do, fa, do, la, ti, fa, mi, re
la, do, fa, do, mi, do, la, so, mi
la, do, fa, la, do, so, fa, do, la
la, do, fa, la, fa, so, so, ti, do
la, do, fa, mi, la, la, ti, la, ti
la, do, fa, mi, mi, ti, mi, do, mi
la, do, fa, mi, re, do, mi, so, re
la, do, fa, mi, re, mi, ti, la, la
la, do, fa, mi, re, ti, mi, ti, re
la, do, fa, re, fa, la, so, so, so
la, do, fa, so, mi, fa, fa, do, ti
la, do, fa, so, ti, mi, fa, re, so
la, do, la, do, so, ti, la, do, fa
la, do, la, fa, do, ti, so, ti, mi
la, do, la, fa, ti, mi, fa, ti, ti
la, do, la, la, so, la, mi, re, re
la, do, la, mi, so, mi, la, so, mi
la, do, la, re, do, ti, mi, ti, so
la, do, la, re, la, re, mi, ti, re
la, do, la, re, mi, do, mi, so, do
la, do, la, so, do, fa, so, mi, mi
la, do, la, so, do, re, fa, do, fa
la, do, la, ti, do, re, la, fa, so
la, do, mi, do, ti, la, re, mi, la
la, do, mi, fa, so, mi, so, fa, do
la, do, mi, fa, so, so, do, do, fa
la, do, mi, fa, so, so, la, fa, ti
la, do, mi, la, fa, do, fa, fa, so
la, do, mi, la, mi, fa, la, so, re
la, do, mi, la, ti, fa, re, mi, re
la, do, mi, mi, fa, do, re, do, ti
la, do, mi, re, do, do, mi, so, mi
la, do, mi, re, do, mi, fa, so, so
la, do, mi, re, la, mi, mi, re, re
la, do, mi, re, so, la, re, re, so
la, do, mi, so, do, do, fa, la, so
la, do, mi, so, la, ti, re, la, re
la, do, mi, so, mi, so, mi, so, la
la, do, mi, ti, re, do, re, do, ti
la, do, mi, ti, so, re, la, mi, re
la, do, re, do, fa, fa, la, ti, la
la, do, re, do, fa, mi, fa, re, mi
la, do, re, fa, ti, la, fa, ti, so
la, do, re, la, la, fa, do, fa, mi
la, do, re, la, la, mi, do, fa, re
la, do, re, la, re, re, la, la, re
la, do, re, la, ti, re, do, mi, fa
la, do, re, mi, fa, la, fa, re, so
la, do, re, mi, fa, so, fa, fa, do
la, do, re, re, fa, ti, so, mi, mi
la, do, re, re, mi, fa, do, do, do
la, do, re, re, mi, la, do, do, mi
la, do, re, re, so, la, mi, do, mi
la, do, re, so, la, la, do, mi, ti
la, do, re, so, mi, do, do, ti, ti
la, do, re, ti, do, do, so, la, re
la, do, re, ti, fa, re, mi, re, ti
la, do, re, ti, so, la, re, fa, do
la, do, re, ti, so, re, la, la, ti
la, do, so, do, do, ti, la, fa, fa
la, do, so, do, so, do, so, so, fa
la, do, so, fa, do, re, fa, do, mi
la, do, so, fa, mi, fa, ti, ti, la
la, do, so, la, fa, do, re, re, ti
la, do, so, la, so, mi, fa, re, fa
la, do, so, ti, fa, re, fa, mi, ti
la, do, so, ti, re, la, fa, do, la
la, do, ti, fa, do, la, so, do, la
la, do, ti, fa, la, re, la, re, ti
la, do, ti, fa, mi, do, ti, re, re
la, do, ti, fa, mi, la, mi, la, so
la, do, ti, fa, mi, mi, so, do, ti
la, do, ti, la, mi, fa, la, ti, la
la, do, ti, la, mi, fa, mi, mi, re
la, do, ti, la, re, do, ti, re, ti
la, do, ti, mi, fa, la, fa, do, mi
la, do, ti, mi, so, so, la, la, so
la, do, ti, mi, ti, so, ti, do, fa
la, do, ti, re, ti, so, ti, mi, re
la, do, ti, ti, mi, ti, ti, la, re
la, do, ti, ti, so, do, fa, fa, mi
la, do, ti, ti, ti, la, ti, so, so
la, fa, do, do, do, la, ti, fa, ti
la, fa, do, do, la, so, re, fa, ti
la, fa, do, do, mi, la, la, re, re
la, fa, do, do, re, la, ti, la, ti
la, fa, do, do, re, so, ti, fa, do
la, fa, do, la, so, fa, re, so, la
la, fa, do, mi, do, fa, so, so, re
la, fa, do, mi, fa, mi, la, fa, do
la, fa, do, mi, la, fa, re, mi, fa
la, fa, do, mi, la, mi, fa, so, ti
la, fa, do, mi, re, fa, ti, mi, mi
la, fa, do, re, so, so, so, so, re
la, fa, do, re, ti, la, do, la, fa
la, fa, do, so, do, mi, so, re, do
la, fa, do, so, so, mi, mi, ti, re
la, fa, do, ti, la, re, ti, fa, ti
la, fa, fa, do, la, la, mi, la, fa
la, fa, fa, do, ti, ti, so, mi, la
la, fa, fa, fa, fa, fa, ti, ti, do
la, fa, fa, fa, re, ti, fa, ti, ti
la, fa, fa, fa, ti, mi, ti, mi, so
la, fa, fa, la, mi, fa, so, do, do
la, fa, fa, la, mi, la, ti, re, mi
la, fa, fa, la, re, mi, mi, do, mi
la, fa, fa, la, re, ti, do, mi, ti
la, fa, fa, mi, do, ti, do, so, re
la, fa, fa, mi, la, fa, fa, do, ti
la, fa, fa, mi, re, la, so, ti, fa
la, fa, fa, mi, re, re, re, mi, fa
la, fa, fa, mi, re, re, ti, mi, re
la, fa, fa, re, fa, fa, do, re, do
la, fa, fa, re, fa, mi, so, so, do
la, fa, fa, re, so, re, mi, mi, do
la, fa, fa, so, re, mi, re, do, re
la, fa, fa, so, so, la, do, mi, fa
la, fa, fa, so, ti, fa, fa, do, la
la, fa, fa, ti, do, do, so, la, fa
la, fa, fa, ti, mi, ti, fa, fa, re
la, fa, fa, ti, ti, do, fa, do, do
la, fa, la, fa, la, do, so, re, fa
la, fa, la, fa, mi, ti, do, so, fa
la, fa, la, la, fa, re, fa, la, re
la, fa, la, la, so, re, mi, so, re
la, fa, la, mi, fa, mi, la, ti, do
la, fa, la, mi, re, ti, do, so, la
la, fa, la, mi, re, ti, so, do, fa
la, fa, la, re, so, mi, re, so, re
la, fa, la, re, so, ti, la, so, re
la, fa, la, re, so, ti, so, do, re
la, fa, la, so, la, ti, do, fa, re
la, fa, la, so, so, fa, re, so, la
la, fa, la, so, so, la, re, ti, so
la, fa, la, so, so, mi, fa, do, re
la, fa, la, so, so, mi, fa, mi, do
la, fa, la, ti, so, mi, la, do, ti
la, fa, mi, do, la, so, mi, fa, so
la, fa, mi, do, re, la, fa, fa, re
la, fa, mi, do, re, la, so, la, mi
la, fa, mi, do, so, fa, so, so, ti
la, fa, mi, do, ti, so, fa, mi, so
la, fa, mi, fa, la, mi, do, fa, ti
la, fa, mi, fa, ti, re, ti, mi, re
la, fa, mi, fa, ti, ti, fa, so, mi
la, fa, mi, la, fa, ti, fa, ti, fa
la, fa, mi, mi, so, fa, do, mi, la
la, fa, mi, so, la, ti, mi, ti, re
la, fa, mi, ti, do, ti, re, ti, re
la, fa, mi, ti, mi, so, so, fa, mi
la, fa, mi, ti, so, re, ti, re, fa
la, fa, mi, ti, ti, do, la, fa, fa
la, fa, mi, ti, ti, do, la, re, mi
la, fa, re, do, fa, so, fa, so, fa
la, fa, re, do, so, ti, so, re, mi
la, fa, re, do, ti, so, fa, re, la
la, fa, re, fa, mi, do, fa, so, ti
la, fa, re, la, fa, do, do, ti, la
la, fa, re, la, fa, mi, re, ti, re
la, fa, re, la, la, la, so, so, mi
la, fa, re, mi, fa, ti, la, do, mi
la, fa, re, re, do, do, fa, do, fa
la, fa, re, re, fa, la, do, mi, la
la, fa, re, re, mi, do, mi, re, so
la, fa, re, re, mi, mi, fa, mi, re
la, fa, re, re, ti, la, la, re, la
la, fa, re, ti, fa, fa, re, do, re
la, fa, re, ti, la, mi, mi, mi, mi
la, fa, re, ti, la, ti, mi, fa, do
la, fa, so, do, mi, re, fa, mi, la
la, fa, so, fa, mi, fa, so, mi, fa
la, fa, so, fa, mi, re, re, do, ti
la, fa, so, fa, mi, ti, do, so, fa
la, fa, so, fa, so, do, fa, la, so
la, fa, so, fa, ti, so, re, fa, re
la, fa, so, mi, do, so, re, re, mi
la, fa, so, mi, fa, re, fa, do, re
la, fa, so, mi, so, mi, re, la, so
la, fa, so, re, do, mi, do, fa, so
la, fa, so, re, la, fa, re, so, ti
la, fa, so, re, so, do, ti, ti, so
la, fa, so, so, do, re, la, la, so
la, fa, so, so, fa, ti, so, la, so
la, fa, so, ti, fa, mi, la, so, fa
la, fa, so, ti, mi, mi, la, fa, la
la, fa, ti, do, fa, do, do, re, so
la, fa, ti, do, fa, do, re, do, do
la, fa, ti, la, fa, la, fa, so, ti
la, fa, ti, la, la, so, do, mi, ti
la, fa, ti, mi, so, do, re, mi, do
la, fa, ti, mi, ti, fa, re, la, so
la, fa, ti, mi, ti, la, ti, do, do
la, fa, ti, re, fa, do, so, so, ti
la, fa, ti, re, mi, ti, ti, re, la
la, la, do, do, mi, do, la, do, so
la, la, do, do, ti, mi, la, do, re
la, la, do, fa, re, do, so, re, so
la, la, do, fa, re, ti, re, fa, so
la, la, do, fa, ti, re, la, re, so
la, la, do, la, so, mi, do, ti, mi
la, la, do, mi, mi, so, so, re, re
la, la, do, re, la, ti, mi, fa, ti
la, la, do, re, so, ti, mi, fa, re
la, la, do, so, do, mi, ti, mi, la
la, la, do, so, fa, fa, do, ti, do
la, la, do, so, la, la, do, mi, fa
la, la, do, so, mi, do, mi, so, do
la, la, do, so, ti, ti, la, la, so
la, la, do, ti, so, fa, do, re, do
la, la, fa, do, do, so, do, re, la
la, la, fa, do, la, ti, fa, mi, so
la, la, fa, do, ti, la, ti, fa, mi
la, la, fa, fa, do, la, fa, re, do
la, la, fa, la, do, fa, so, fa, mi
la, la, fa, la, do, mi, re, re, ti
la, la, fa, la, mi, mi, ti, la, do
la, la, fa, la, mi, so, re, la, so
la, la, fa, la, ti, so, fa, do, re
la, la, fa, mi, fa, re, so, so, la
la, la, fa, mi, la, mi, fa, la, so
la, la, fa, so, re, fa, mi, so, mi
la, la, fa, ti, re, ti, ti, mi, do
la, la, la, do, do, re, do, do, fa
la, la, la, do, re, so, mi, la, ti
la, la, la, fa, do, ti, la, fa, mi
la, la, la, fa, so, mi, so, so, la
la, la, la, la, mi, mi, so, fa, so
la, la, la, la, re, do, do, mi, mi
la, la, la, la, so, do, mi, fa, la
la, la, la, mi, mi, mi, la, ti, re
la, la, la, mi, re, re, mi, do, ti
la, la, la, so, mi, mi, mi, mi, re
la, la, la, ti, la, la, ti, re, so
la, la, mi, do, so, so, re, ti, mi
la, la, mi, fa, do, do, la, ti, fa
la, la, mi, fa, fa, so, ti, mi, ti
la, la, mi, fa, la, do, la, so, ti
la, la, mi, la, la, so, re, fa, la
la, la, mi, la, mi, ti, re, la, re
la, la, mi, la, re, la, la, re, so
la, la, mi, la, so, la, so, ti, do
la, la, mi, la, ti, do, so, mi, so
la, la, mi, mi, re, fa, mi, ti, la
la, la, mi, mi, ti, mi, mi, mi, mi
la, la, mi, re, fa, do, do, so, re
la, la, mi, re, mi, fa, re, so, do
la, la, mi, so, ti, ti, re, ti, mi
la, la, mi, ti, la, mi, mi, re, la
la, la, re, do, fa, fa, la, fa, fa
la, la, re, do, la, re, so, re, la
la, la, re, do, mi, fa, so, la, re
la, la, re, do, re, so, la, fa, so
la, la, re, fa, fa, fa, ti, so, so
la, la, re, fa, la, fa, so, re, fa
la, la, re, fa, la, la, re, fa, mi
la, la, re, la, do, re, ti, so, ti
la, la, re, mi, so, la, fa, so, do
la, la, re, re, re, do, fa, fa, so
la, la, re, re, re, fa, re, re, re
la, la, re, re, re, re, fa, so, ti
la, la, re, so, fa, la, ti, la, do
la, la, re, so, mi, mi, ti, do, la
la, la, re, ti, la, so, so, mi, mi
la, la, so, do, la, do, ti, mi, do
la, la, so, do, la, la, ti, ti, do
la, la, so, do, mi, la, mi, mi, re
la, la, so, fa, la, do, fa, fa, do
la, la, so, fa, ti, fa, so, re, la
la, la, so, fa, ti, so, la, mi, fa
la, la, so, re, ti, do, la, re, re
la, la, so, so, fa, ti, so, ti, mi
la, la, so, so, so, la, fa, re, mi
la, la, so, ti, do, so, do, do, re
la, la, so, ti, la, so, mi, do, re
la, la, ti, do, mi, fa, mi, ti, fa
la, la, ti, do, re, mi, re, mi, fa
la, la, ti, do, so, mi, re, la, do
la, la, ti, fa, fa, re, la, so, fa
la, la, ti, fa, so, so, ti, la, do
la, la, ti, fa, ti, mi, re, re, re
la, la, ti, la, do, so, do, la, la
la, la, ti, la, mi, re, so, fa, ti
la, la, ti, mi, do, ti, ti, do, re
la, la, ti, mi, fa, so, do, so, la
la, la, ti, mi, la, re, re, do, ti
la, la, ti, re, la, do, fa, do, re
la, la, ti, re, ti, la, re, la, mi
la, la, ti, so, do, do, fa, so, so
la, la, ti, so, la, mi, re, do, re
la, la, ti, so, mi, mi, do, fa, fa
la, la, ti, ti, mi, mi, mi, do, re
la, mi, do, do, do, do, do, la, fa
la, mi, do, do, fa, fa, fa, do, fa
la, mi, do, fa, re, so, ti, mi, re
la, mi, do, la, la, fa, fa, fa, mi
la, mi, do, la, re, re, mi, re, la
la, mi, do, mi, la, re, re, mi, do
la, mi, do, mi, ti, mi, la, la, ti
la, mi, do, re, do, mi, do, so, re
la, mi, do, re, mi, la, la, so, re
la, mi, do, re, ti, re, fa, fa, ti
la, mi, do, so, do, so, re, fa, la
la, mi, do, ti, fa, do, re, mi, so
la, mi, do, ti, fa, la, ti, ti, ti
la, mi, do, ti, re, so, do, so, so
la, mi, fa, do, fa, mi, ti, fa, la
la, mi, fa, do, mi, so, la, do, fa
la, mi, fa, do, re, so, la, re, la
la, mi, fa, do, so, la, la, re, mi
la, mi, fa, fa, so, ti, fa, re, mi
la, mi, fa, fa, ti, fa, ti, la, la
la, mi, fa, mi, do, so, ti, re, la
la, mi, fa, mi, fa, re, la, so, la
la, mi, fa, mi, fa, re, ti, mi, fa
la, mi, fa, mi, la, so, fa, la, ti
la, mi, fa, mi, mi, fa, do, la, do
la, mi, fa, mi, so, la, so, la, la
la, mi, fa, re, mi, ti, re, do, so
la, mi, fa, re, ti, mi, la, mi, do
la, mi, fa, so, fa, fa, ti, do, fa
la, mi, fa, so, ti, re, do, so, so
la, mi, fa, ti, do, ti, re, so, mi
la, mi, fa, ti, mi, mi, so, mi, ti
la, mi, la, do, mi, ti, do, la, so
la, mi, la, do, so, mi, do, re, la
la, mi, la, do, so, re, fa, do, mi
la, mi, la, do, ti, so, do, so, so
la, mi, la, fa, la, do, re, la, mi
la, mi, la, fa, mi, fa, mi, la, ti
la, mi, la, mi, so, la, so, re, la
la, mi, la, re, la, ti, re, do, fa
la, mi, la, re, mi, fa, ti, re, ti
la, mi, la, re, so, mi, la, mi, mi
la, mi, la, so, fa, fa, so, ti, la
la, mi, la, so, re, la, so, so, mi
la, mi, la, ti, la, re, mi, ti, la
la, mi, la, ti, so, do, la, do, mi
la, mi, mi, do, mi, do, la, do, ti
la, mi, mi, fa, mi, re, re, fa, la
la, mi, mi, fa, mi, so, fa, so, do
la, mi, mi, fa, so, mi, la, re, mi
la, mi, mi, fa, ti, ti, la, mi, so
la, mi, mi, re, la, re, ti, fa, la
la, mi, mi, re, mi, mi, do, fa, fa
la, mi, mi, so, do, do, do, do, mi
la, mi, mi, so, do, fa, fa, fa, mi
la, mi, mi, ti, la, so, so, ti, do
la, mi, mi, ti, mi, so, mi, re, re
la, mi, re, do, fa, do, so, la, do
la, mi, re, do, la, so, do, re, so
la, mi, re, do, re, ti, re, do, so
la, mi, re, do, so, fa, re, la, fa
la, mi, re, do, ti, ti, ti, la, re
la, mi, re, fa, do, mi, fa, do, mi
la, mi, re, fa, do, so, ti, fa, ti
la, mi, re, fa, re, la, fa, so, la
la, mi, re, la, fa, ti, la, so, do
la, mi, re, mi, fa, re, do, mi, so
la, mi, re, mi, fa, so, re, fa, do
la, mi, re, mi, la, do, do, so, ti
la, mi, re, mi, mi, so, mi, ti, la
la, mi, re, mi, re, fa, do, do, do
la, mi, re, re, mi, ti, mi, so, re
la, mi, re, ti, do, re, do, so, fa
la, mi, re, ti, ti, so, do, mi, ti
la, mi, re, ti, ti, ti, so, do, so
la, mi, so, la, do, do, ti, la, ti
la, mi, so, la, fa, fa, mi, ti, mi
la, mi, so, mi, do, ti, re, ti, ti
la, mi, so, mi, fa, re, do, fa, so
la, mi, so, mi, ti, so, la, ti, la
la, mi, so, re, do, so, ti, fa, do
la, mi, so, re, fa, mi, do, mi, ti
la, mi, so, re, re, mi, fa, la, so
la, mi, so, re, so, do, la, do, fa
la, mi, so, re, so, do, mi, fa, do
la, mi, so, so, do, do, so, la, do
la, mi, so, so, la, fa, ti, mi, so
la, mi, so, so, re, so, fa, mi, re
la, mi, so, ti, fa, la, re, so, la
la, mi, ti, do, do, so, fa, do, mi
la, mi, ti, fa, do, mi, fa, re, mi
la, mi, ti, fa, fa, so, la, fa, re
la, mi, ti, fa, la, re, ti, ti, fa
la, mi, ti, la, la, la, so, fa, so
la, mi, ti, la, mi, so, re, so, la
la, mi, ti, la, ti, fa, re, la, do
la, mi, ti, mi, re, do, la, re, mi
la, mi, ti, mi, so, ti, ti, re, fa
la, mi, ti, mi, ti, fa, so, re, fa
la, mi, ti, re, fa, fa, mi, so, re
la, mi, ti, re, so, do, re, fa, mi
la, mi, ti, so, so, re, ti, fa, do
la, mi, ti, so, ti, fa, re, la, do
la, mi, ti, ti, mi, fa, re, so, ti
la, mi, ti, ti, so, fa, re, la, fa
la, mi, ti, ti, ti, do, re, so, la
la, re, do, do, fa, ti, do, ti, ti
la, re, do, do, la, fa, fa, do, do
la, re, do, do, re, re, la, la, re
la, re, do, do, ti, so, do, so, la
la, re, do, fa, la, do, la, la, ti
la, re, do, fa, re, ti, ti, do, re
la, re, do, fa, ti, do, do, so, do
la, re, do, fa, ti, mi, mi, la, mi
la, re, do, la, fa, la, la, ti, do
la, re, do, la, re, ti, la, ti, la
la, re, do, mi, do, fa, ti, la, ti
la, re, do, mi, mi, do, la, la, fa
la, re, do, re, re, re, ti, mi, mi
la, re, do, re, so, fa, so, ti, so
la, re, do, so, do, re, re, so, fa
la, re, do, so, fa, so, ti, fa, do
la, re, do, so, mi, so, so, re, so
la, re, do, so, re, do, re, so, mi
la, re, do, so, ti, re, so, la, do
la, re, do, ti, fa, la, re, ti, do
la, re, do, ti, fa, mi, fa, fa, so
la, re, do, ti, mi, ti, la, mi, do
la, re, do, ti, re, ti, la, fa, ti
la, re, fa, do, la, fa, re, ti, mi
la, re, fa, do, re, la, re, ti, do
la, re, fa, do, so, re, la, re, mi
la, re, fa, fa, ti, mi, do, so, mi
la, re, fa, fa, ti, re, ti, la, la
la, re, fa, la, fa, do, la, ti, do
la, re, fa, la, so, mi, re, do, fa
la, re, fa, mi, la, re, so, ti, fa
la, re, fa, mi, mi, fa, fa, ti, ti
la, re, fa, mi, mi, mi, so, fa, so
la, re, fa, re, do, la, do, ti, fa
la, re, fa, re, fa, so, mi, re, ti
la, re, fa, re, la, ti, ti, do, la
la, re, fa, re, mi, la, ti, ti, re
la, re, fa, re, re, so, la, re, so
la, re, fa, re, so, ti, fa, fa, la
la, re, fa, so, do, ti, re, fa, la
la, re, fa, so, ti, la, re, so, re
la, re, la, do, la, mi, ti, ti, ti
la, re, la, do, mi, so, mi, mi, mi
la, re, la, do, re, ti, ti, re, re
la, re, la, do, ti, re, mi, fa, re
la, re, la, fa, re, ti, fa, re, so
la, re, la, fa, so, do, fa, ti, do
la, re, la, la, la, so, mi, mi, do
la, re, la, la, ti, re, fa, mi, fa
la, re, la, mi, do, la, mi, do, re
la, re, la, mi, do, ti, so, so, fa
la, re, la, mi, ti, la, mi, la, fa
la, re, la, re, fa, mi, do, do, mi
la, re, la, re, re, la, so, la, fa
la, re, la, re, ti, ti, mi, ti, fa
la, re, la, so, so, la, ti, do, mi
la, re, la, so, ti, ti, ti, re, so
la, re, la, ti, mi, la, mi, fa, re
la, re, la, ti, mi, so, re, ti, mi
la, re, la, ti, so, re, la, do, ti
la, re, mi, do, la, mi, ti, ti, la
la, re, mi, do, re, so, re, mi, mi
la, re, mi, do, so, mi, do, re, la
la, re, mi, fa, fa, mi, so, re, la
la, re, mi, fa, re, do, mi, fa, re
la, re, mi, la, fa, la, so, do, fa
la, re, mi, la, mi, la, ti, ti, so
la, re, mi, la, mi, so, la, re, mi
la, re, mi, la, re, ti, mi, do, do
la, re, mi, la, ti, ti, ti, do, la
la, re, mi, mi, do, la, re, fa, fa
la, re, mi, mi, so, la, do, do, la
la, re, mi, re, la, ti, do, so, mi
la, re, mi, re, so, re, re, mi, mi
la, re, mi, so, do, la, do, ti, fa
la, re, mi, ti, do, do, re, do, re
la, re, mi, ti, la, la, so, re, fa
la, re, re, do, la, la, mi, la, ti
la, re, re, fa, ti, la, ti, so, mi
la, re, re, la, mi, fa, so, mi, fa
la, re, re, la, so, re, do, do, do
la, re, re, mi, fa, so, so, so, do
la, re, re, mi, re, so, re, re, fa
la, re, re, mi, so, fa, la, ti, re
la, re, re, mi, ti, ti, mi, mi, re
la, re, re, re, la, fa, la, la, la
la, re, re, re, la, mi, so, ti, so
la, re, re, re, la, so, ti, so, so
la, re, re, so, fa, so, do, mi, so
la, re, re, so, la, mi, la, re, la
la, re, re, so, re, la, do, re, re
la, re, re, ti, do, do, so, do, mi
la, re, re, ti, la, ti, fa, do, la
la, re, re, ti, so, fa, re, mi, mi
la, re, so, do, la, fa, la, mi, re
la, re, so, do, la, so, re, la, so
la, re, so, do, re, fa, so, do, do
la, re, so, do, so, ti, ti, ti, fa
la, re, so, do, ti, do, ti, mi, mi
la, re, so, fa, do, mi, so, re, la
la, re, so, fa, fa, la, mi, la, ti
la, re, so, fa, re, do, fa, fa, do
la, re, so, fa, re, la, re, re, mi
la, re, so, fa, re, mi, fa, mi, do
la, re, so, fa, ti, fa, re, fa, la
la, re, so, re, la, fa, mi, do, do
la, re, so, so, so, la, la, so, re
la, re, so, ti, do, do, la, ti, la
la, re, so, ti, fa, re, do, la, mi
la, re, so, ti, ti, re, so, do, fa
la, re, so, ti, ti, ti, ti, re, ti
la, re, ti, do, la, do, re, re, ti
la, re, ti, do, la, fa, ti, do, do
la, re, ti, do, la, ti, do, so, do
la, re, ti, do, re, re, fa, mi, la
la, re, ti, do, re, ti, fa, mi, mi
la, re, ti, fa, mi, fa, ti, do, mi
la, re, ti, fa, so, mi, fa, do, la
la, re, ti, la, do, mi, ti, ti, re
la, re, ti, la, do, so, fa, do, re
la, re, ti, mi, la, mi, do, ti, do
la, re, ti, mi, la, re, ti, re, fa
