do, do, do, fa, la
mi, re, ti, so, mi
mi, re, ti, so, so
mi, re, ti, ti, fa
mi, re, ti, ti, re
mi, re, ti, ti, so
mi, so, do, do, fa
mi, so, do, do, la
mi, so, do, do, mi
mi, so, do, fa, re
mi, so, do, fa, so
mi, so, do, la, re
mi, so, do, la, ti
mi, so, do, mi, do
mi, so, do, mi, re
mi, so, do, mi, so
mi, so, do, so, la
mi, so, do, so, re
mi, so, do, ti, mi
mi, so, do, ti, re
mi, so, fa, do, mi
mi, so, fa, la, re
mi, so, fa, la, so
mi, so, fa, mi, ti
mi, so, fa, re, ti
mi, so, fa, so, fa
mi, so, fa, ti, la
mi, so, fa, ti, re
mi, so, la, do, ti
mi, so, la, fa, so
mi, so, la, la, fa
mi, so, la, la, la
mi, so, la, la, mi
mi, so, la, la, ti
mi, so, la, mi, fa
mi, so, la, re, do
mi, so, la, re, fa
mi, so, la, so, fa
mi, so, la, so, so
mi, so, la, ti, ti
mi, so, mi, do, do
mi, so, mi, do, fa
mi, so, mi, la, mi
mi, so, mi, mi, fa
mi, so, mi, mi, re
mi, so, mi, mi, so
mi, so, mi, re, la
mi, so, mi, ti, mi
mi, so, re, fa, fa
mi, so, re, la, la
mi, so, re, la, mi
mi, so, re, la, so
mi, so, re, mi, fa
mi, so, re, re, fa
mi, so, re, re, mi
mi, so, re, so, do
mi, so, re, ti, la
mi, so, re, ti, re
mi, so, re, ti, ti
mi, so, so, do, do
mi, so, so, do, mi
mi, so, so, do, ti
mi, so, so, fa, do
mi, so, so, fa, fa
mi, so, so, fa, la
mi, so, so, fa, re
mi, so, so, fa, ti
mi, so, so, la, mi
mi, so, so, la, re
mi, so, so, mi, do
mi, so, so, mi, la
mi, so, so, mi, so
mi, so, so, re, do
mi, so, so, re, la
mi, so, so, re, mi
mi, so, so, so, la
mi, so, so, so, ti
mi, so, ti, do, so
mi, so, ti, fa, fa
mi, so, ti, fa, re
mi, so, ti, la, la
mi, so, ti, la, re
mi, so, ti, mi, fa
mi, so, ti, re, mi
mi, ti, do, do, so
mi, ti, do, fa, fa
mi, ti, do, la, fa
mi, ti, do, la, mi
mi, ti, do, la, re
mi, ti, do, la, ti
mi, ti, do, mi, ti
mi, ti, do, re, fa
mi, ti, do, re, la
mi, ti, do, re, so
mi, ti, do, so, fa
mi, ti, do, ti, do
mi, ti, do, ti, fa
mi, ti, fa, fa, do
mi, ti, fa, fa, fa
mi, ti, fa, la, fa
mi, ti, fa, la, mi
mi, ti, fa, la, re
mi, ti, fa, mi, mi
mi, ti, fa, mi, so
mi, ti, fa, re, ti
mi, ti, fa, so, la
mi, ti, fa, so, so
mi, ti, fa, ti, la
mi, ti, fa, ti, so
mi, ti, la, do, do
mi, ti, la, do, fa
mi, ti, la, la, re
mi, ti, la, mi, fa
mi, ti, la, mi, la
mi, ti, la, mi, so
mi, ti, la, re, fa
mi, ti, la, re, so
mi, ti, la, so, so
mi, ti, la, so, ti
mi, ti, mi, do, ti
mi, ti, mi, fa, la
mi, ti, mi, fa, so
mi, ti, mi, mi, la
mi, ti, mi, mi, re
mi, ti, mi, mi, so
mi, ti, mi, re, la
mi, ti, mi, re, ti
mi, ti, mi, so, do
mi, ti, mi, so, re
mi, ti, mi, ti, fa
mi, ti, mi, ti, la
mi, ti, re, do, mi
mi, ti, re, fa, fa
mi, ti, re, fa, so
mi, ti, re, la, do
mi, ti, re, la, fa
mi, ti, re, mi, do
mi, ti, re, mi, so
mi, ti, re, re, mi
mi, ti, re, re, re
mi, ti, re, re, ti
mi, ti, re, so, do
mi, ti, re, so, mi
mi, ti, re, so, ti
mi, ti, re, ti, do
mi, ti, re, ti, mi
mi, ti, so, do, fa
mi, ti, so, fa, do
mi, ti, so, la, do
mi, ti, so, la, so
mi, ti, so, la, ti
mi, ti, so, mi, la
mi, ti, so, so, fa
mi, ti, so, so, re
mi, ti, so, ti, la
mi, ti, ti, do, do
mi, ti, ti, fa, fa
mi, ti, ti, fa, la
mi, ti, ti, fa, mi
mi, ti, ti, fa, re
mi, ti, ti, la, re
mi, ti, ti, la, ti
mi, ti, ti, mi, so
mi, ti, ti, re, so
mi, ti, ti, so, do
mi, ti, ti, so, la
mi, ti, ti, so, ti
re, do, do, fa, la
re, do, do, fa, re
re, do, do, fa, so
re, do, do, la, so
re, do, do, mi, so
re, do, do, re, do
re, do, do, re, re
re, do, do, re, so
re, do, do, so, fa
re, do, do, so, ti
re, do, do, ti, la
re, do, do, ti, mi
re, do, fa, do, re
re, do, fa, do, ti
re, do, fa, fa, do
re, do, fa, fa, so
re, do, fa, fa, ti
re, do, fa, la, fa
re, do, fa, la, re
re, do, fa, mi, so
re, do, fa, so, fa
re, do, fa, so, re
re, do, fa, so, ti
re, do, fa, ti, do
re, do, fa, ti, la
re, do, fa, ti, re
re, do, la, do, do
re, do, la, do, la
re, do, la, do, so
re, do, la, do, ti
re, do, la, fa, do
re, do, la, fa, la
re, do, la, fa, re
re, do, la, la, do
re, do, la, la, mi
re, do, la, la, so
re, do, la, mi, do
re, do, la, mi, fa
re, do, la, mi, mi
re, do, la, mi, re
re, do, la, mi, ti
re, do, la, re, fa
re, do, la, re, la
re, do, la, re, so
re, do, la, so, fa
re, do, la, so, la
re, do, la, ti, do
re, do, la, ti, fa
re, do, la, ti, mi
re, do, la, ti, re
re, do, mi, do, re
re, do, mi, do, ti
re, do, mi, la, mi
re, do, mi, re, do
re, do, mi, re, la
re, do, mi, re, so
re, do, mi, so, fa
re, do, mi, so, re
re, do, mi, ti, la
re, do, mi, ti, mi
re, do, mi, ti, re
re, do, mi, ti, so
re, do, mi, ti, ti
re, do, re, do, la
re, do, re, fa, la
re, do, re, fa, so
re, do, re, fa, ti
re, do, re, mi, do
re, do, re, mi, fa
re, do, re, mi, re
re, do, re, re, do
re, do, re, re, fa
re, do, re, re, la
re, do, re, re, ti
re, do, re, so, fa
re, do, re, so, la
re, do, re, ti, la
re, do, so, do, do
re, do, so, do, la
re, do, so, do, re
re, do, so, fa, la
re, do, so, fa, mi
re, do, so, fa, re
re, do, so, la, la
re, do, so, re, do
re, do, so, re, fa
re, do, so, re, so
re, do, so, re, ti
re, do, so, so, ti
re, do, so, ti, re
re, do, so, ti, ti
re, do, ti, do, la
re, do, ti, do, ti
re, do, ti, fa, mi
re, do, ti, la, do
re, do, ti, la, so
re, do, ti, mi, fa
re, do, ti, re, do
re, do, ti, so, mi
re, do, ti, so, re
re, do, ti, ti, re
re, fa, do, do, mi
re, fa, do, do, so
re, fa, do, la, la
re, fa, do, la, re
re, fa, do, mi, la
re, fa, do, so, fa
re, fa, do, ti, so
re, fa, do, ti, ti
re, fa, fa, fa, do
re, fa, fa, mi, mi
re, fa, fa, mi, re
re, fa, fa, mi, ti
re, fa, fa, re, mi
re, fa, fa, so, do
re, fa, fa, so, mi
re, fa, fa, ti, la
re, fa, la, do, do
re, fa, la, do, fa
re, fa, la, do, re
re, fa, la, fa, mi
re, fa, la, fa, re
re, fa, la, fa, ti
re, fa, la, la, do
re, fa, la, la, ti
re, fa, la, mi, mi
re, fa, la, mi, ti
re, fa, la, re, fa
re, fa, la, re, re
re, fa, la, so, la
re, fa, la, so, ti
re, fa, la, ti, mi
re, fa, mi, do, la
re, fa, mi, do, mi
re, fa, mi, fa, la
re, fa, mi, fa, re
re, fa, mi, la, fa
re, fa, mi, mi, so
re, fa, mi, re, do
re, fa, mi, so, do
re, fa, mi, so, fa
re, fa, mi, so, so
re, fa, mi, ti, so
re, fa, re, do, la
re, fa, re, fa, do
re, fa, re, fa, la
re, fa, re, fa, so
re, fa, re, fa, ti
re, fa, re, la, la
re, fa, re, mi, la
re, fa, re, mi, re
re, fa, re, re, do
re, fa, re, re, re
re, fa, re, re, so
re, fa, re, so, fa
re, fa, re, so, so
re, fa, re, ti, la
re, fa, re, ti, re
re, fa, re, ti, ti
re, fa, so, do, re
re, fa, so, do, ti
re, fa, so, fa, mi
re, fa, so, fa, re
re, fa, so, la, la
re, fa, so, la, mi
re, fa, so, mi, so
re, fa, so, re, do
re, fa, so, re, la
re, fa, so, re, so
re, fa, so, so, mi
re, fa, so, so, so
re, fa, so, ti, so
re, fa, ti, do, do
re, fa, ti, do, la
re, fa, ti, fa, fa
re, fa, ti, la, mi
re, fa, ti, re, la
re, fa, ti, so, re
re, fa, ti, so, so
re, fa, ti, so, ti
re, fa, ti, ti, do
re, fa, ti, ti, re
re, fa, ti, ti, ti
re, la, do, do, la
re, la, do, do, so
re, la, do, fa, do
re, la, do, fa, la
re, la, do, la, so
re, la, do, la, ti
re, la, do, re, la
re, la, do, re, ti
re, la, do, so, do
re, la, do, so, mi
re, la, do, so, so
re, la, do, ti, do
re, la, fa, fa, fa
re, la, fa, fa, ti
re, la, fa, la, fa
re, la, fa, la, la
re, la, fa, mi, so
re, la, fa, re, fa
re, la, fa, re, mi
re, la, fa, ti, so
re, la, la, fa, mi
re, la, la, fa, so
re, la, la, la, fa
re, la, la, la, re
re, la, la, la, so
re, la, la, mi, re
re, la, la, mi, so
re, la, la, re, do
re, la, la, re, mi
re, la, la, re, ti
re, la, la, so, do
re, la, la, so, mi
re, la, mi, do, la
re, la, mi, do, mi
re, la, mi, do, ti
re, la, mi, fa, do
re, la, mi, fa, so
re, la, mi, la, fa
re, la, mi, la, ti
re, la, mi, mi, do
re, la, mi, mi, la
re, la, mi, mi, mi
re, la, mi, mi, re
re, la, mi, mi, so
re, la, mi, re, la
re, la, mi, re, ti
re, la, mi, so, so
re, la, mi, ti, la
re, la, mi, ti, re
re, la, re, do, so
re, la, re, fa, la
re, la, re, fa, re
re, la, re, la, do
re, la, re, la, fa
re, la, re, la, ti
re, la, re, mi, re
re, la, re, re, fa
re, la, re, re, la
re, la, re, so, fa
re, la, re, so, re
re, la, re, so, so
re, la, re, ti, la
re, la, re, ti, so
re, la, so, do, do
re, la, so, do, la
re, la, so, fa, fa
re, la, so, fa, ti
re, la, so, la, do
re, la, so, mi, re
re, la, so, re, so
re, la, so, so, mi
re, la, so, so, so
re, la, so, ti, do
re, la, so, ti, so
re, la, so, ti, ti
re, la, ti, do, mi
re, la, ti, do, ti
re, la, ti, fa, mi
re, la, ti, fa, so
re, la, ti, fa, ti
re, la, ti, la, mi
re, la, ti, la, re
re, la, ti, la, so
re, la, ti, mi, fa
re, la, ti, re, so
re, la, ti, re, ti
re, la, ti, so, fa
re, la, ti, so, so
re, la, ti, ti, re
re, mi, do, do, fa
re, mi, do, do, mi
re, mi, do, do, ti
re, mi, do, fa, do
re, mi, do, la, fa
re, mi, do, mi, mi
re, mi, do, mi, so
re, mi, do, mi, ti
re, mi, do, re, ti
re, mi, do, so, fa
re, mi, do, so, re
re, mi, do, so, ti
re, mi, do, ti, do
re, mi, do, ti, la
re, mi, do, ti, re
re, mi, fa, do, mi
re, mi, fa, do, re
re, mi, fa, do, so
re, mi, fa, fa, la
re, mi, fa, mi, re
re, mi, fa, mi, so
re, mi, fa, mi, ti
re, mi, fa, re, mi
re, mi, fa, re, so
re, mi, fa, re, ti
re, mi, fa, so, do
re, mi, fa, so, fa
re, mi, fa, so, so
re, mi, fa, ti, so
re, mi, la, do, fa
re, mi, la, do, ti
re, mi, la, fa, mi
re, mi, la, mi, re
re, mi, la, mi, so
re, mi, la, re, re
re, mi, la, so, fa
re, mi, la, so, re
re, mi, la, ti, la
re, mi, mi, do, fa
re, mi, mi, la, fa
re, mi, mi, mi, la
re, mi, mi, mi, re
re, mi, mi, mi, so
re, mi, mi, re, mi
re, mi, mi, re, re
re, mi, mi, so, fa
re, mi, mi, so, re
re, mi, mi, ti, ti
re, mi, re, do, so
re, mi, re, fa, fa
re, mi, re, fa, so
re, mi, re, la, so
re, mi, re, mi, do
re, mi, re, mi, mi
re, mi, re, mi, so
re, mi, re, re, fa
re, mi, re, re, so
re, mi, re, re, ti
re, mi, re, so, ti
re, mi, so, do, do
re, mi, so, do, la
re, mi, so, do, so
re, mi, so, do, ti
re, mi, so, fa, fa
re, mi, so, la, fa
re, mi, so, la, mi
re, mi, so, mi, do
re, mi, so, re, do
re, mi, so, re, fa
re, mi, so, re, mi
re, mi, so, re, so
re, mi, so, re, ti
re, mi, so, so, fa
re, mi, ti, do, do
re, mi, ti, do, la
re, mi, ti, do, ti
re, mi, ti, fa, mi
re, mi, ti, fa, re
re, mi, ti, fa, so
re, mi, ti, fa, ti
re, mi, ti, la, mi
re, mi, ti, mi, re
re, mi, ti, so, so
re, mi, ti, ti, mi
re, re, do, do, fa
re, re, do, do, mi
re, re, do, fa, fa
re, re, do, fa, la
re, re, do, fa, re
re, re, do, fa, so
re, re, do, fa, ti
re, re, do, la, la
re, re, do, mi, fa
re, re, do, mi, mi
re, re, do, mi, so
re, re, do, re, la
re, re, do, re, so
re, re, do, so, fa
re, re, do, so, so
re, re, do, so, ti
re, re, fa, mi, do
re, re, fa, re, do
re, re, fa, re, la
re, re, fa, re, mi
re, re, fa, re, ti
re, re, fa, so, mi
re, re, fa, ti, mi
re, re, la, do, do
re, re, la, do, re
re, re, la, la, do
re, re, la, la, fa
re, re, la, la, la
re, re, la, la, re
re, re, la, re, do
re, re, la, re, ti
re, re, la, so, fa
re, re, la, so, mi
re, re, la, so, ti
re, re, la, ti, la
re, re, mi, do, do
re, re, mi, fa, do
re, re, mi, fa, la
re, re, mi, fa, re
re, re, mi, la, mi
re, re, mi, re, so
re, re, mi, so, do
re, re, mi, ti, mi
re, re, mi, ti, re
re, re, mi, ti, ti
re, re, re, do, do
re, re, re, do, mi
re, re, re, fa, do
re, re, re, fa, fa
re, re, re, fa, so
re, re, re, la, la
re, re, re, la, re
re, re, re, mi, mi
re, re, re, mi, re
re, re, re, re, fa
re, re, re, re, re
re, re, re, so, so
re, re, re, so, ti
re, re, re, ti, fa
re, re, re, ti, so
re, re, so, do, mi
re, re, so, do, so
re, re, so, la, fa
re, re, so, la, la
re, re, so, la, re
re, re, so, la, so
re, re, so, mi, re
re, re, so, re, so
re, re, so, so, mi
re, re, so, so, re
re, re, so, ti, do
re, re, so, ti, so
re, re, so, ti, ti
re, re, ti, do, mi
re, re, ti, do, re
re, re, ti, fa, ti
re, re, ti, la, ti
re, re, ti, mi, ti
re, re, ti, re, la
re, re, ti, re, re
re, re, ti, so, la
re, re, ti, so, re
re, re, ti, so, so
re, re, ti, ti, fa
re, re, ti, ti, la
re, re, ti, ti, mi
re, so, do, fa, mi
re, so, do, la, mi
re, so, do, la, so
re, so, do, mi, fa
re, so, do, mi, re
re, so, do, re, mi
re, so, do, re, re
re, so, do, re, so
re, so, do, re, ti
re, so, do, so, fa
re, so, do, so, re
re, so, do, ti, re
re, so, fa, do, la
re, so, fa, do, mi
re, so, fa, fa, do
re, so, fa, fa, la
re, so, fa, fa, re
re, so, fa, la, la
re, so, fa, la, ti
re, so, fa, mi, mi
re, so, fa, re, do
re, so, fa, so, la
re, so, fa, ti, mi
re, so, fa, ti, ti
re, so, la, do, do
re, so, la, do, mi
re, so, la, fa, fa
re, so, la, fa, la
re, so, la, fa, mi
re, so, la, la, la
re, so, la, la, so
re, so, la, mi, la
re, so, la, re, so
re, so, la, so, fa
re, so, la, ti, do
re, so, mi, do, do
re, so, mi, fa, ti
re, so, mi, la, re
re, so, mi, mi, do
re, so, mi, mi, fa
re, so, mi, mi, re
re, so, mi, re, do
re, so, mi, re, ti
re, so, mi, so, mi
re, so, mi, so, re
re, so, mi, ti, re
re, so, re, do, re
re, so, re, do, so
re, so, re, fa, do
re, so, re, fa, mi
re, so, re, la, la
re, so, re, re, do
re, so, re, re, fa
re, so, re, re, la
re, so, re, so, la
re, so, re, so, so
re, so, re, ti, fa
re, so, re, ti, mi
re, so, so, do, la
re, so, so, do, re
re, so, so, do, ti
re, so, so, fa, mi
re, so, so, re, do
re, so, so, re, la
re, so, so, re, so
re, so, so, re, ti
re, so, so, so, fa
re, so, so, so, so
re, so, so, ti, fa
re, so, so, ti, la
re, so, so, ti, ti
re, so, ti, do, re
re, so, ti, fa, mi
re, so, ti, fa, re
re, so, ti, la, do
re, so, ti, mi, do
re, so, ti, mi, fa
re, so, ti, mi, re
re, so, ti, mi, ti
re, so, ti, re, mi
re, so, ti, so, fa
re, so, ti, ti, do
re, so, ti, ti, fa
re, ti, do, do, mi
re, ti, do, fa, fa
re, ti, do, fa, ti
re, ti, do, la, do
re, ti, do, la, ti
re, ti, do, mi, do
re, ti, do, re, do
re, ti, do, re, mi
re, ti, do, re, re
re, ti, do, ti, fa
re, ti, do, ti, so
re, ti, do, ti, ti
re, ti, fa, fa, la
re, ti, fa, la, do
re, ti, fa, la, re
re, ti, fa, la, ti
re, ti, fa, mi, mi
re, ti, fa, re, do
re, ti, fa, re, fa
re, ti, fa, re, re
re, ti, fa, re, so
re, ti, fa, re, ti
re, ti, fa, so, do
re, ti, fa, so, so
re, ti, fa, ti, la
re, ti, fa, ti, re
re, ti, la, do, fa
re, ti, la, fa, do
re, ti, la, fa, fa
re, ti, la, mi, fa
re, ti, la, mi, mi
re, ti, la, mi, re
re, ti, la, so, mi
re, ti, la, so, so
re, ti, mi, do, mi
re, ti, mi, fa, fa
re, ti, mi, fa, la
re, ti, mi, fa, mi
re, ti, mi, fa, re
re, ti, mi, fa, ti
re, ti, mi, la, do
re, ti, mi, la, mi
re, ti, mi, mi, la
re, ti, mi, mi, mi
re, ti, mi, re, do
re, ti, mi, re, fa
re, ti, mi, re, so
re, ti, mi, so, mi
re, ti, mi, so, re
re, ti, mi, ti, do
re, ti, mi, ti, la
re, ti, mi, ti, mi
re, ti, mi, ti, so
re, ti, re, do, do
re, ti, re, do, mi
re, ti, re, do, ti
re, ti, re, fa, la
re, ti, re, fa, mi
re, ti, re, la, fa
re, ti, re, la, mi
re, ti, re, la, ti
re, ti, re, mi, do
re, ti, re, mi, la
re, ti, re, mi, mi
re, ti, re, mi, ti
re, ti, re, re, do
re, ti, re, re, la
re, ti, re, re, ti
re, ti, re, so, fa
re, ti, re, so, mi
re, ti, re, so, re
re, ti, re, ti, so
re, ti, so, do, mi
re, ti, so, fa, la
re, ti, so, fa, ti
re, ti, so, la, do
re, ti, so, la, la
re, ti, so, mi, fa
re, ti, so, re, la
re, ti, so, re, mi
re, ti, so, re, re
re, ti, so, so, so
re, ti, so, ti, fa
re, ti, so, ti, mi
re, ti, ti, do, re
re, ti, ti, fa, mi
re, ti, ti, fa, so
re, ti, ti, la, mi
re, ti, ti, la, ti
re, ti, ti, mi, mi
re, ti, ti, re, la
re, ti, ti, re, mi
re, ti, ti, re, so
re, ti, ti, so, ti
re, ti, ti, ti, so
re, ti, ti, ti, ti
so, do, do, do, so
so, do, do, fa, do
so, do, do, la, la
so, do, do, mi, do
so, do, do, mi, fa
so, do, do, mi, mi
so, do, do, mi, re
so, do, do, so, fa
so, do, do, so, re
so, do, do, ti, do
so, do, do, ti, la
so, do, do, ti, mi
so, do, fa, do, do
so, do, fa, fa, re
so, do, fa, la, fa
so, do, fa, la, mi
so, do, fa, la, re
so, do, fa, la, so
so, do, fa, mi, fa
so, do, fa, mi, la
so, do, fa, mi, mi
so, do, fa, re, ti
so, do, fa, so, do
so, do, la, do, fa
so, do, la, do, mi
so, do, la, do, re
so, do, la, do, so
so, do, la, la, do
so, do, la, la, fa
so, do, la, re, mi
so, do, la, re, so
so, do, la, so, re
so, do, la, so, so
so, do, la, so, ti
so, do, la, ti, fa
so, do, mi, do, la
so, do, mi, do, mi
so, do, mi, la, so
so, do, mi, re, mi
so, do, mi, re, so
so, do, mi, ti, la
so, do, mi, ti, mi
so, do, re, do, do
so, do, re, do, la
so, do, re, do, mi
so, do, re, do, so
so, do, re, fa, la
so, do, re, fa, re
so, do, re, fa, ti
so, do, re, la, fa
so, do, re, la, ti
so, do, re, re, do
so, do, re, re, fa
so, do, re, so, re
so, do, re, so, so
so, do, re, ti, do
so, do, re, ti, fa
so, do, re, ti, la
so, do, re, ti, re
so, do, so, do, fa
so, do, so, fa, re
so, do, so, fa, ti
so, do, so, la, mi
so, do, so, mi, do
so, do, so, mi, la
so, do, so, re, re
so, do, so, so, fa
so, do, so, so, mi
so, do, so, so, ti
so, do, so, ti, do
so, do, so, ti, so
so, do, ti, do, la
so, do, ti, do, mi
so, do, ti, do, re
so, do, ti, fa, do
so, do, ti, fa, so
so, do, ti, la, fa
so, do, ti, mi, la
so, do, ti, mi, ti
so, do, ti, re, mi
so, do, ti, re, ti
so, do, ti, so, so
so, do, ti, ti, so
so, fa, do, do, do
so, fa, do, do, mi
so, fa, do, do, so
so, fa, do, do, ti
so, fa, do, fa, do
so, fa, do, fa, la
so, fa, do, fa, mi
so, fa, do, la, do
so, fa, do, la, fa
so, fa, do, la, mi
so, fa, do, la, re
so, fa, do, mi, fa
so, fa, do, mi, re
so, fa, do, so, re
so, fa, do, so, so
so, fa, do, so, ti
so, fa, do, ti, la
so, fa, fa, fa, fa
so, fa, fa, fa, la
so, fa, fa, mi, do
so, fa, fa, mi, fa
so, fa, fa, mi, mi
so, fa, fa, re, ti
so, fa, fa, so, so
so, fa, fa, ti, ti
so, fa, la, do, do
so, fa, la, do, so
so, fa, la, la, la
so, fa, la, la, so
so, fa, la, la, ti
so, fa, la, mi, re
so, fa, la, re, do
so, fa, la, re, fa
so, fa, la, so, fa
so, fa, la, so, so
so, fa, la, so, ti
so, fa, la, ti, fa
so, fa, la, ti, re
so, fa, mi, do, so
so, fa, mi, do, ti
so, fa, mi, fa, la
so, fa, mi, fa, so
so, fa, mi, la, do
so, fa, mi, la, mi
so, fa, mi, la, so
so, fa, mi, mi, fa
so, fa, mi, re, do
so, fa, mi, re, fa
so, fa, mi, re, so
so, fa, mi, re, ti
so, fa, mi, ti, do
so, fa, mi, ti, la
so, fa, mi, ti, ti
so, fa, re, do, do
so, fa, re, do, fa
so, fa, re, do, mi
so, fa, re, do, re
so, fa, re, la, so
so, fa, re, mi, la
so, fa, re, mi, mi
so, fa, re, mi, so
so, fa, re, re, so
so, fa, re, re, ti
so, fa, re, so, do
so, fa, re, so, so
so, fa, re, ti, la
so, fa, re, ti, so
so, fa, so, do, la
so, fa, so, do, mi
so, fa, so, fa, do
so, fa, so, la, mi
so, fa, so, re, fa
so, fa, so, re, so
so, fa, so, ti, fa
so, fa, ti, do, ti
so, fa, ti, fa, do
so, fa, ti, fa, mi
so, fa, ti, fa, re
so, fa, ti, fa, so
so, fa, ti, fa, ti
so, fa, ti, la, do
so, fa, ti, la, fa
so, fa, ti, la, mi
so, fa, ti, mi, fa
so, fa, ti, mi, mi
so, fa, ti, re, la
so, la, do, do, do
so, la, do, do, mi
so, la, do, do, ti
so, la, do, mi, re
so, la, do, re, do
so, la, do, re, la
so, la, do, re, ti
so, la, do, so, so
so, la, do, ti, ti
so, la, fa, do, mi
so, la, fa, do, so
so, la, fa, fa, mi
so, la, fa, fa, so
so, la, fa, la, re
so, la, fa, mi, fa
so, la, fa, re, ti
so, la, fa, so, la
so, la, fa, ti, do
so, la, fa, ti, ti
so, la, la, do, mi
so, la, la, fa, fa
so, la, la, la, fa
so, la, la, la, ti
so, la, la, mi, do
so, la, la, mi, so
so, la, la, re, fa
so, la, la, re, ti
so, la, la, so, la
so, la, la, ti, re
so, la, la, ti, so
so, la, la, ti, ti
so, la, mi, do, do
so, la, mi, do, so
so, la, mi, la, fa
so, la, mi, la, ti
so, la, mi, mi, la
so, la, mi, mi, re
so, la, mi, mi, so
so, la, mi, re, re
so, la, mi, re, ti
so, la, mi, so, so
so, la, mi, ti, do
so, la, mi, ti, mi
so, la, mi, ti, re
so, la, re, do, so
so, la, re, do, ti
so, la, re, fa, fa
so, la, re, la, fa
so, la, re, la, mi
so, la, re, mi, re
so, la, re, re, re
so, la, re, re, so
so, la, re, so, do
so, la, re, so, fa
so, la, re, so, so
so, la, re, ti, do
so, la, re, ti, re
so, la, re, ti, so
so, la, re, ti, ti
so, la, so, do, re
so, la, so, fa, mi
so, la, so, la, do
so, la, so, la, so
so, la, so, la, ti
so, la, so, mi, ti
so, la, so, re, fa
so, la, so, re, ti
so, la, so, so, so
so, la, ti, do, do
so, la, ti, fa, mi
so, la, ti, fa, ti
so, la, ti, la, fa
so, la, ti, la, re
so, la, ti, mi, fa
so, la, ti, mi, ti
so, la, ti, re, fa
so, la, ti, re, mi
so, la, ti, re, so
so, la, ti, so, fa
so, la, ti, so, mi
so, la, ti, so, re
so, la, ti, so, so
so, mi, do, fa, so
so, mi, do, la, fa
so, mi, do, la, la
so, mi, do, la, so
so, mi, do, la, ti
so, mi, do, mi, re
so, mi, do, re, do
so, mi, do, re, fa
so, mi, do, so, la
so, mi, do, so, re
so, mi, do, so, so
so, mi, do, ti, ti
so, mi, fa, do, so
so, mi, fa, fa, do
so, mi, fa, fa, fa
so, mi, fa, fa, la
so, mi, fa, fa, mi
so, mi, fa, la, do
so, mi, fa, la, fa
so, mi, fa, la, so
so, mi, fa, mi, so
so, mi, fa, re, fa
so, mi, fa, re, la
so, mi, fa, re, mi
so, mi, fa, so, mi
so, mi, fa, ti, re
so, mi, la, do, do
so, mi, la, do, mi
so, mi, la, do, ti
so, mi, la, fa, do
so, mi, la, fa, fa
so, mi, la, fa, re
so, mi, la, la, so
so, mi, la, la, ti
so, mi, la, mi, la
so, mi, la, mi, mi
so, mi, la, re, do
so, mi, la, so, do
so, mi, la, so, fa
so, mi, la, so, so
so, mi, la, ti, do
so, mi, mi, do, mi
so, mi, mi, fa, fa
so, mi, mi, fa, ti
so, mi, mi, la, do
so, mi, mi, mi, la
so, mi, mi, mi, re
so, mi, mi, mi, ti
so, mi, mi, re, fa
so, mi, mi, re, re
so, mi, mi, re, so
so, mi, mi, so, fa
so, mi, mi, so, mi
so, mi, mi, so, re
so, mi, mi, so, ti
so, mi, mi, ti, re
so, mi, mi, ti, so
so, mi, re, do, do
so, mi, re, do, fa
so, mi, re, do, re
so, mi, re, do, so
so, mi, re, fa, fa
so, mi, re, fa, so
so, mi, re, re, do
so, mi, re, re, fa
so, mi, re, re, mi
so, mi, re, re, ti
so, mi, re, so, mi
so, mi, so, do, la
so, mi, so, do, re
so, mi, so, fa, la
so, mi, so, la, la
so, mi, so, la, re
so, mi, so, la, so
so, mi, so, mi, la
so, mi, so, re, fa
so, mi, so, so, fa
so, mi, ti, do, do
so, mi, ti, do, mi
so, mi, ti, do, so
so, mi, ti, la, do
so, mi, ti, mi, do
so, mi, ti, mi, la
so, mi, ti, mi, re
so, mi, ti, mi, so
so, mi, ti, re, la
so, mi, ti, re, so
so, mi, ti, so, fa
so, mi, ti, so, re
so, mi, ti, so, so
so, mi, ti, ti, mi
so, mi, ti, ti, so
so, mi, ti, ti, ti
so, re, do, do, la
so, re, do, do, re
so, re, do, fa, so
so, re, do, la, ti
so, re, do, mi, la
so, re, do, mi, re
so, re, do, mi, so
so, re, do, re, re
so, re, do, re, so
so, re, do, so, la
so, re, do, so, ti
so, re, fa, do, re
so, re, fa, fa, la
so, re, fa, la, re
so, re, fa, la, ti
so, re, fa, re, re
so, re, fa, re, so
so, re, fa, so, do
so, re, fa, so, mi
so, re, fa, so, ti
so, re, fa, ti, la
so, re, fa, ti, mi
so, re, fa, ti, ti
so, re, la, do, do
so, re, la, do, so
so, re, la, fa, fa
so, re, la, fa, la
so, re, la, fa, so
so, re, la, fa, ti
so, re, la, la, re
so, re, la, mi, do
so, re, la, mi, mi
so, re, la, mi, ti
so, re, la, so, re
so, re, la, so, so
so, re, la, so, ti
so, re, la, ti, fa
so, re, la, ti, re
so, re, mi, do, do
so, re, mi, do, mi
so, re, mi, fa, mi
so, re, mi, fa, so
so, re, mi, fa, ti
so, re, mi, la, la
so, re, mi, mi, mi
so, re, mi, ti, fa
so, re, re, do, fa
so, re, re, do, ti
so, re, re, fa, re
so, re, re, mi, do
so, re, re, mi, re
